year,uf,code_uf,code_muni,nome_muni,pop_2021
2021,PE,26,12703,Santa Maria do Cambucá,14308
2021,PE,26,12802,Santa Terezinha,11914
2021,PE,26,12901,São Benedito do Sul,16239
2021,PE,26,13008,São Bento do Una,60567
2021,PE,26,13107,São Caitano,37488
2021,PE,26,13206,São João,23002
2021,PE,26,13305,São Joaquim do Monte,21439
2021,PE,26,13404,São José da Coroa Grande,21868
2021,PE,26,13503,São José do Belmonte,34082
2021,PE,26,13602,São José do Egito,34210
2021,PE,26,13701,São Lourenço da Mata,114910
2021,PE,26,13800,São Vicente Férrer,18150
2021,PE,26,13909,Serra Talhada,87467
2021,PE,26,14006,Serrita,19226
2021,PE,26,14105,Sertânia,36189
2021,PE,26,14204,Sirinhaém,46845
2021,PE,26,14303,Moreilândia,11269
2021,PE,26,14402,Solidão,6034
2021,PE,26,14501,Surubim,66192
2021,PE,26,14600,Tabira,28860
2021,PE,26,14709,Tacaimbó,12843
2021,PE,26,14808,Tacaratu,26439
2021,PE,26,14857,Tamandaré,23852
2021,PE,26,15003,Taquaritinga do Norte,29472
2021,PE,26,15102,Terezinha,7227
2021,PE,26,15201,Terra Nova,10314
2021,PE,26,15300,Timbaúba,52587
2021,PE,26,15409,Toritama,47088
2021,PE,26,15508,Tracunhaém,13856
2021,PE,26,15607,Trindade,31103
2021,PE,26,15706,Triunfo,15232
2021,PE,26,15805,Tupanatinga,27793
2021,PE,26,15904,Tuparetama,8266
2021,PE,26,16001,Venturosa,18835
2021,PE,26,16100,Verdejante,9572
2021,PE,26,16183,Vertente do Lério,7526
2021,PE,26,16209,Vertentes,21172
2021,PE,26,16308,Vicência,32897
2021,PE,26,16407,Vitória de Santo Antão,140389
2021,PE,26,16506,Xexéu,14789
2021,AL,27,102,Água Branca,20263
2021,AL,27,201,Anadia,17507
2021,AL,27,300,Arapiraca,234309
2021,AL,27,409,Atalaia,47540
2021,AL,27,508,Barra de Santo Antônio,16201
2021,AL,27,607,Barra de São Miguel,8434
2021,AL,27,706,Batalha,18440
2021,AL,27,805,Belém,4226
2021,AL,27,904,Belo Monte,6717
2021,AL,27,1001,Boca da Mata,27429
2021,AL,27,1100,Branquinha,10426
2021,AL,27,1209,Cacimbinhas,10920
2021,AL,27,1308,Cajueiro,21397
2021,AL,27,1357,Campestre,6972
2021,AL,27,1407,Campo Alegre,57997
2021,AL,27,1506,Campo Grande,9576
2021,AL,27,1605,Canapi,17715
2021,AL,27,1704,Capela,16907
2021,AL,27,1803,Carneiros,9568
2021,AL,27,1902,Chã Preta,7311
2021,AL,27,2009,Coité do Nóia,10594
2021,AL,27,2108,Colônia Leopoldina,21935
2021,AL,27,2207,Coqueiro Seco,5882
2021,AL,27,2306,Coruripe,57647
2021,AL,27,2355,Craíbas,24396
2021,AL,27,2405,Delmiro Gouveia,52501
2021,AL,27,2504,Dois Riachos,11059
2021,AL,27,2553,Estrela de Alagoas,18304
2021,AL,27,2603,Feira Grande,22192
2021,AL,27,2702,Feliz Deserto,4803
2021,AL,27,2801,Flexeiras,12823
2021,AL,27,2900,Girau do Ponciano,41549
2021,AL,27,3007,Ibateguara,15637
2021,AL,27,3106,Igaci,25596
2021,AL,27,3205,Igreja Nova,24670
2021,AL,27,3304,Inhapi,18398
2021,AL,27,3403,Jacaré dos Homens,5185
2021,AL,27,3502,Jacuípe,6992
2021,AL,27,3601,Japaratinga,8444
2021,AL,27,3700,Jaramataia,5751
2021,AL,27,3759,Jequiá da Praia,11495
2021,AL,27,3809,Joaquim Gomes,24167
2021,AL,27,3908,Jundiá,4119
2021,AL,27,4005,Junqueiro,24716
2021,AL,27,4104,Lagoa da Canoa,17692
2021,AL,27,4203,Limoeiro de Anadia,28904
2021,AL,27,4302,Maceió,1031597
2021,AL,27,4401,Major Isidoro,19923
2021,AL,27,4500,Maragogi,33351
2021,AL,27,4609,Maravilha,8850
2021,AL,27,4708,Marechal Deodoro,52848
2021,AL,27,4807,Maribondo,13123
2021,AL,27,4906,Mar Vermelho,3474
2021,AL,27,5002,Mata Grande,25200
2021,AL,27,5101,Matriz de Camaragibe,24627
2021,AL,27,5200,Messias,18201
2021,AL,27,5309,Minador do Negrão,5315
2021,AL,27,5408,Monteirópolis,7171
2021,AL,27,5507,Murici,28428
2021,AL,27,5606,Novo Lino,12837
2021,AL,27,5705,Olho d'Água das Flores,21690
2021,AL,27,5804,Olho d'Água do Casado,9507
2021,AL,27,5903,Olho d'Água Grande,5133
2021,AL,27,6000,Olivença,11681
2021,AL,27,6109,Ouro Branco,11573
2021,AL,27,6208,Palestina,5061
2021,AL,27,6307,Palmeira dos Índios,73452
2021,AL,27,6406,Pão de Açúcar,24307
2021,AL,27,6422,Pariconha,10546
2021,AL,27,6448,Paripueira,13484
2021,AL,27,6505,Passo de Camaragibe,15270
2021,AL,27,6604,Paulo Jacinto,7556
2021,AL,27,6703,Penedo,64005
2021,AL,27,6802,Piaçabuçu,17868
2021,AL,27,6901,Pilar,35310
2021,AL,27,7008,Pindoba,2903
2021,AL,27,7107,Piranhas,25324
2021,AL,27,7206,Poço das Trincheiras,14447
2021,AL,27,7305,Porto Calvo,27331
2021,AL,27,7404,Porto de Pedras,7618
2021,AL,27,7503,Porto Real do Colégio,20158
2021,AL,27,7602,Quebrangulo,11202
2021,AL,27,7701,Rio Largo,75662
2021,AL,27,7800,Roteiro,6634
2021,AL,27,7909,Santa Luzia do Norte,7344
2021,AL,27,8006,Santana do Ipanema,47910
2021,AL,27,8105,Santana do Mundaú,10637
2021,AL,27,8204,São Brás,6977
2021,AL,27,8303,São José da Laje,24064
2021,AL,27,8402,São José da Tapera,32462
2021,AL,27,8501,São Luís do Quitunde,34825
2021,AL,27,8600,São Miguel dos Campos,62328
2021,AL,27,8709,São Miguel dos Milagres,8073
2021,AL,27,8808,São Sebastião,34424
2021,AL,27,8907,Satuba,14042
2021,AL,27,8956,Senador Rui Palmeira,13893
2021,AL,27,9004,Tanque d'Arca,6115
2021,AL,27,9103,Taquarana,20162
2021,AL,27,9152,Teotônio Vilela,44570
2021,AL,27,9202,Traipu,27934
2021,AL,27,9301,União dos Palmares,65963
2021,AL,27,9400,Viçosa,25655
2021,SE,28,100,Amparo do São Francisco,2386
2021,SE,28,209,Aquidabã,21796
2021,SE,28,308,Aracaju,672614
2021,SE,28,407,Arauá,9840
2021,SE,28,506,Areia Branca,18825
2021,SE,28,605,Barra dos Coqueiros,31439
2021,SE,28,670,Boquim,26980
2021,SE,28,704,Brejo Grande,8396
2021,SE,28,1009,Campo do Brito,18325
2021,SE,28,1108,Canhoba,4003
2021,SE,28,1207,Canindé de São Francisco,30894
2021,SE,28,1306,Capela,34808
2021,SE,28,1405,Carira,22393
2021,SE,28,1504,Carmópolis,17232
2021,SE,28,1603,Cedro de São João,5929
2021,SE,28,1702,Cristinápolis,18181
2021,SE,28,1900,Cumbe,4008
2021,SE,28,2007,Divina Pastora,5290
2021,SE,28,2106,Estância,69919
2021,SE,28,2205,Feira Nova,5617
2021,SE,28,2304,Frei Paulo,15688
2021,SE,28,2403,Gararu,11599
2021,SE,28,2502,General Maynard,3421
2021,SE,28,2601,Gracho Cardoso,5831
2021,SE,28,2700,Ilha das Flores,8522
2021,SE,28,2809,Indiaroba,18337
2021,SE,28,2908,Itabaiana,96839
2021,SE,28,3005,Itabaianinha,42399
2021,SE,28,3104,Itabi,4869
2021,SE,28,3203,Itaporanga d'Ajuda,35054
2021,SE,28,3302,Japaratuba,19067
2021,SE,28,3401,Japoatã,13422
2021,SE,28,3500,Lagarto,106015
2021,SE,28,3609,Laranjeiras,30327
2021,SE,28,3708,Macambira,7002
2021,SE,28,3807,Malhada dos Bois,3715
2021,SE,28,3906,Malhador,12689
2021,SE,28,4003,Maruim,17328
2021,SE,28,4102,Moita Bonita,11361
2021,SE,28,4201,Monte Alegre de Sergipe,15315
2021,SE,28,4300,Muribeca,7653
2021,SE,28,4409,Neópolis,18688
2021,SE,28,4458,Nossa Senhora Aparecida,8822
2021,SE,28,4508,Nossa Senhora da Glória,37715
2021,SE,28,4607,Nossa Senhora das Dores,26957
2021,SE,28,4706,Nossa Senhora de Lourdes,6509
2021,SE,28,4805,Nossa Senhora do Socorro,187733
2021,SE,28,4904,Pacatuba,14650
2021,SE,28,5000,Pedra Mole,3309
2021,SE,28,5109,Pedrinhas,9727
2021,SE,28,5208,Pinhão,6678
2021,SE,28,5307,Pirambu,9436
2021,SE,28,5406,Poço Redondo,35461
2021,SE,28,5505,Poço Verde,24003
2021,SE,28,5604,Porto da Folha,28788
2021,SE,28,5703,Propriá,29756
2021,SE,28,5802,Riachão do Dantas,19813
2021,SE,28,5901,Riachuelo,10354
2021,SE,28,6008,Ribeirópolis,18891
2021,SE,28,6107,Rosário do Catete,11158
2021,SE,28,6206,Salgado,20051
2021,SE,28,6305,Santa Luzia do Itanhy,14205
2021,SE,28,6404,Santana do São Francisco,7906
2021,SE,28,6503,Santa Rosa de Lima,3933
2021,SE,28,6602,Santo Amaro das Brotas,12200
2021,SE,28,6701,São Cristóvão,92090
2021,SE,28,6800,São Domingos,11276
2021,SE,28,6909,São Francisco,3837
2021,SE,28,7006,São Miguel do Aleixo,3964
2021,SE,28,7105,Simão Dias,40724
2021,SE,28,7204,Siriri,9046
2021,SE,28,7303,Telha,3271
2021,SE,28,7402,Tobias Barreto,52861
2021,SE,28,7501,Tomar do Geru,13534
2021,SE,28,7600,Umbaúba,25800
2021,BA,29,108,Abaíra,8681
2021,BA,29,207,Abaré,20594
2021,BA,29,306,Acajutiba,15214
2021,BA,29,355,Adustina,17209
2021,BA,29,405,Água Fria,17096
2021,BA,29,504,Érico Cardoso,10513
2021,BA,29,603,Aiquara,4387
2021,BA,29,702,Alagoinhas,153023
2021,BA,29,801,Alcobaça,22509
2021,BA,29,900,Almadina,5273
2021,BA,29,1007,Amargosa,37631
2021,BA,29,1106,Amélia Rodrigues,24997
2021,BA,29,1155,América Dourada,16086
2021,BA,29,1205,Anagé,21229
2021,BA,29,1304,Andaraí,13122
2021,BA,29,1353,Andorinha,14416
2021,BA,29,1403,Angical,13902
2021,BA,29,1502,Anguera,11369
2021,BA,29,1601,Antas,19659
2021,BA,29,1700,Antônio Cardoso,11670
2021,BA,29,1809,Antônio Gonçalves,11955
2021,BA,29,1908,Aporá,17840
2021,BA,29,1957,Apuarema,7274
2021,BA,29,2005,Aracatu,12960
2021,BA,29,2054,Araçás,12237
2021,BA,29,2104,Araci,54903
2021,BA,29,2203,Aramari,11519
2021,BA,29,2252,Arataca,10904
2021,BA,29,2302,Aratuípe,8848
2021,BA,29,2401,Aurelino Leal,11079
2021,BA,29,2500,Baianópolis,13979
2021,BA,29,2609,Baixa Grande,20431
2021,BA,29,2658,Banzaê,13251
2021,BA,29,2708,Barra,54225
2021,BA,29,2807,Barra da Estiva,20198
2021,BA,29,2906,Barra do Choça,30831
2021,BA,29,3003,Barra do Mendes,13128
2021,BA,29,3102,Barra do Rocha,5515
2021,BA,29,3201,Barreiras,158432
2021,BA,29,3235,Barro Alto,15171
2021,BA,29,3276,Barrocas,16225
2021,BA,29,3300,Barro Preto,5312
2021,BA,29,3409,Belmonte,23540
2021,BA,29,3508,Belo Campo,17013
2021,BA,29,3607,Biritinga,15989
2021,BA,29,3706,Boa Nova,12039
2021,BA,29,3805,Boa Vista do Tupim,18491
2021,BA,29,3904,Bom Jesus da Lapa,70151
2021,BA,29,3953,Bom Jesus da Serra,9768
2021,BA,29,4001,Boninal,14518
2021,BA,29,4050,Bonito,16999
2021,BA,29,4100,Boquira,21486
2021,BA,29,4209,Botuporã,10050
2021,BA,29,4308,Brejões,14155
2021,BA,29,4407,Brejolândia,10675
2021,BA,29,4506,Brotas de Macaúbas,10705
2021,BA,29,4605,Brumado,67468
2021,BA,29,4704,Buerarema,18269
2021,BA,29,4753,Buritirama,21374
2021,BA,29,4803,Caatiba,6232
2021,BA,29,4852,Cabaceiras do Paraguaçu,19010
2021,BA,29,4902,Cachoeira,33659
2021,BA,29,5008,Caculé,23407
2021,BA,29,5107,Caém,8912
2021,BA,29,5156,Caetanos,14671
2021,BA,29,5206,Caetité,51184
2021,BA,29,5305,Cafarnaum,18585
2021,BA,29,5404,Cairu,18666
2021,BA,29,5503,Caldeirão Grande,13452
2021,BA,29,5602,Camacan,32023
2021,BA,29,5701,Camaçari,309208
2021,BA,29,5800,Camamu,35444
2021,BA,29,5909,Campo Alegre de Lourdes,28839
2021,BA,29,6006,Campo Formoso,71754
2021,BA,29,6105,Canápolis,9694
2021,BA,29,6204,Canarana,26468
2021,BA,29,6303,Canavieiras,30722
2021,BA,29,6402,Candeal,8109
2021,BA,29,6501,Candeias,87820
2021,BA,29,6600,Candiba,14415
2021,BA,29,6709,Cândido Sales,24921
2021,BA,29,6808,Cansanção,34929
2021,BA,29,6824,Canudos,16832
2021,BA,29,6857,Capela do Alto Alegre,11597
2021,BA,29,6873,Capim Grosso,31055
2021,BA,29,6899,Caraíbas,8659
2021,BA,29,6907,Caravelas,22166
2021,BA,29,7004,Cardeal da Silva,9395
2021,BA,29,7103,Carinhanha,29118
2021,BA,29,7202,Casa Nova,73092
2021,BA,29,7301,Castro Alves,26369
2021,BA,29,7400,Catolândia,3619
2021,BA,29,7509,Catu,55222
2021,BA,29,7558,Caturama,9303
2021,BA,29,7608,Central,17293
2021,BA,29,7707,Chorrochó,11221
2021,BA,29,7806,Cícero Dantas,32636
2021,BA,29,7905,Cipó,17402
2021,BA,29,8002,Coaraci,16128
2021,BA,29,8101,Cocos,18835
2021,BA,29,8200,Conceição da Feira,22933
2021,BA,29,8309,Conceição do Almeida,17087
2021,BA,29,8408,Conceição do Coité,67394
2021,BA,29,8507,Conceição do Jacuípe,33631
2021,BA,29,8606,Conde,26223
2021,BA,29,8705,Condeúba,17113
2021,BA,29,8804,Contendas do Sincorá,4025
2021,BA,29,8903,Coração de Maria,22391
2021,BA,29,9000,Cordeiros,8667
2021,BA,29,9109,Coribe,14108
2021,BA,29,9208,Coronel João Sá,15549
2021,BA,29,9307,Correntina,32243
2021,BA,29,9406,Cotegipe,13756
2021,BA,29,9505,Cravolândia,5352
2021,BA,29,9604,Crisópolis,21219
2021,BA,29,9703,Cristópolis,13981
2021,BA,29,9802,Cruz das Almas,63923
2021,BA,29,9901,Curaçá,35065
2021,BA,29,10008,Dário Meira,10347
2021,BA,29,10057,Dias d'Ávila,83705
2021,BA,29,10107,Dom Basílio,12281
2021,BA,29,10206,Dom Macedo Costa,4072
2021,BA,29,10305,Elísio Medrado,8129
2021,BA,29,10404,Encruzilhada,15914
2021,BA,29,10503,Entre Rios,42014
2021,BA,29,10602,Esplanada,37902
2021,BA,29,10701,Euclides da Cunha,61112
2021,BA,29,10727,Eunápolis,115360
2021,BA,29,10750,Fátima,17801
2021,BA,29,10776,Feira da Mata,5656
2021,BA,29,10800,Feira de Santana,624107
2021,BA,29,10859,Filadélfia,16314
2021,BA,29,10909,Firmino Alves,5641
2021,BA,29,11006,Floresta Azul,10525
2021,BA,29,11105,Formosa do Rio Preto,26111
2021,BA,29,11204,Gandu,32778
2021,BA,29,11253,Gavião,4417
2021,BA,29,11303,Gentio do Ouro,11284
2021,BA,29,11402,Glória,15247
2021,BA,29,11501,Gongogi,6852
2021,BA,29,11600,Governador Mangabeira,20800
2021,BA,29,11659,Guajeru,6371
2021,BA,29,11709,Guanambi,85353
2021,BA,29,11808,Guaratinga,20565
2021,BA,29,11857,Heliópolis,12946
2021,BA,29,11907,Iaçu,23950
2021,BA,29,12004,Ibiassucê,8849
2021,BA,29,12103,Ibicaraí,21083
2021,BA,29,12202,Ibicoara,19990
2021,BA,29,12301,Ibicuí,16262
2021,BA,29,12400,Ibipeba,18421
2021,BA,29,12509,Ibipitanga,14989
2021,BA,29,12608,Ibiquera,4047
2021,BA,29,12707,Ibirapitanga,23433
2021,BA,29,12806,Ibirapuã,8740
2021,BA,29,12905,Ibirataia,14476
2021,BA,29,13002,Ibitiara,16463
2021,BA,29,13101,Ibititá,17048
2021,BA,29,13200,Ibotirama,27076
2021,BA,29,13309,Ichu,6232
2021,BA,29,13408,Igaporã,15661
2021,BA,29,13457,Igrapiúna,12963
2021,BA,29,13507,Iguaí,27006
2021,BA,29,13606,Ilhéus,157639
2021,BA,29,13705,Inhambupe,40720
2021,BA,29,13804,Ipecaetá,14229
2021,BA,29,13903,Ipiaú,45969
2021,BA,29,14000,Ipirá,59281
2021,BA,29,14109,Ipupiara,9954
2021,BA,29,14208,Irajuba,7295
2021,BA,29,14307,Iramaia,7874
2021,BA,29,14406,Iraquara,25728
2021,BA,29,14505,Irará,29305
2021,BA,29,14604,Irecê,74050
2021,BA,29,14653,Itabela,30901
2021,BA,29,14703,Itaberaba,64795
2021,BA,29,14802,Itabuna,214123
2021,BA,29,14901,Itacaré,29051
2021,BA,29,15007,Itaeté,16164
2021,BA,29,15106,Itagi,12140
2021,BA,29,15205,Itagibá,14331
2021,BA,29,15304,Itagimirim,6784
2021,BA,29,15353,Itaguaçu da Bahia,14650
2021,BA,29,15403,Itaju do Colônia,6515
2021,BA,29,15502,Itajuípe,20309
2021,BA,29,15601,Itamaraju,64423
2021,BA,29,15700,Itamari,7971
2021,BA,29,15809,Itambé,22474
2021,BA,29,15908,Itanagra,6433
2021,BA,29,16005,Itanhém,19231
2021,BA,29,16104,Itaparica,22440
2021,BA,29,16203,Itapé,8300
2021,BA,29,16302,Itapebi,10173
2021,BA,29,16401,Itapetinga,77408
2021,BA,29,16500,Itapicuru,36173
2021,BA,29,16609,Itapitanga,10284
2021,BA,29,16708,Itaquara,8375
2021,BA,29,16807,Itarantim,19937
2021,BA,29,16856,Itatim,14588
2021,BA,29,16906,Itiruçu,12482
2021,BA,29,17003,Itiúba,36140
2021,BA,29,17102,Itororó,20394
2021,BA,29,17201,Ituaçu,19095
2021,BA,29,17300,Ituberá,28870
2021,BA,29,17334,Iuiu,11038
2021,BA,29,17359,Jaborandi,8176
2021,BA,29,17409,Jacaraci,14855
2021,BA,29,17508,Jacobina,80749
2021,BA,29,17607,Jaguaquara,54913
2021,BA,29,17706,Jaguarari,33915
2021,BA,29,17805,Jaguaripe,19162
2021,BA,29,17904,Jandaíra,10742
2021,BA,29,18001,Jequié,156277
2021,BA,29,18100,Jeremoabo,40832
2021,BA,29,18209,Jiquiriçá,14576
2021,BA,29,18308,Jitaúna,10470
2021,BA,29,18357,João Dourado,25606
2021,BA,29,18407,Juazeiro,219544
2021,BA,29,18456,Jucuruçu,8856
2021,BA,29,18506,Jussara,15241
2021,BA,29,18555,Jussari,5706
2021,BA,29,18605,Jussiape,5777
2021,BA,29,18704,Lafaiete Coutinho,3663
2021,BA,29,18753,Lagoa Real,15870
2021,BA,29,18803,Laje,24214
2021,BA,29,18902,Lajedão,3993
2021,BA,29,19009,Lajedinho,3735
2021,BA,29,19058,Lajedo do Tabocal,8591
2021,BA,29,19108,Lamarão,8078
2021,BA,29,19157,Lapão,27323
2021,BA,29,19207,Lauro de Freitas,204669
2021,BA,29,19306,Lençóis,11586
2021,BA,29,19405,Licínio de Almeida,12357
2021,BA,29,19504,Livramento de Nossa Senhora,46372
2021,BA,29,19553,Luís Eduardo Magalhães,92671
2021,BA,29,19603,Macajuba,11318
2021,BA,29,19702,Macarani,19056
2021,BA,29,19801,Macaúbas,50481
2021,BA,29,19900,Macururé,7752
2021,BA,29,19926,Madre de Deus,21754
2021,BA,29,19959,Maetinga,2386
2021,BA,29,20007,Maiquinique,10294
2021,BA,29,20106,Mairi,18535
2021,BA,29,20205,Malhada,16875
2021,BA,29,20304,Malhada de Pedras,8326
2021,BA,29,20403,Manoel Vitorino,12944
2021,BA,29,20452,Mansidão,13822
2021,BA,29,20502,Maracás,19973
2021,BA,29,20601,Maragogipe,44902
2021,BA,29,20700,Maraú,20664
2021,BA,29,20809,Marcionílio Souza,10357
2021,BA,29,20908,Mascote,13619
2021,BA,29,21005,Mata de São João,47643
2021,BA,29,21054,Matina,12359
2021,BA,29,21104,Medeiros Neto,22741
2021,BA,29,21203,Miguel Calmon,25771
2021,BA,29,21302,Milagres,10838
2021,BA,29,21401,Mirangaba,18603
2021,BA,29,21450,Mirante,8264
2021,BA,29,21500,Monte Santo,49145
2021,BA,29,21609,Morpará,8476
2021,BA,29,21708,Morro do Chapéu,35466
2021,BA,29,21807,Mortugaba,12063
2021,BA,29,21906,Mucugê,8725
2021,BA,29,22003,Mucuri,42729
2021,BA,29,22052,Mulungu do Morro,10469
2021,BA,29,22102,Mundo Novo,27153
2021,BA,29,22201,Muniz Ferreira,7464
2021,BA,29,22250,Muquém do São Francisco,11479
2021,BA,29,22300,Muritiba,29420
2021,BA,29,22409,Mutuípe,22340
2021,BA,29,22508,Nazaré,28661
2021,BA,29,22607,Nilo Peçanha,14156
2021,BA,29,22656,Nordestina,13197
2021,BA,29,22706,Nova Canaã,16482
2021,BA,29,22730,Nova Fátima,7830
2021,BA,29,22755,Nova Ibiá,6518
2021,BA,29,22805,Nova Itarana,8328
2021,BA,29,22854,Nova Redenção,9126
2021,BA,29,22904,Nova Soure,27047
2021,BA,29,23001,Nova Viçosa,44170
2021,BA,29,23035,Novo Horizonte,12653
2021,BA,29,23050,Novo Triunfo,15445
2021,BA,29,23100,Olindina,28373
2021,BA,29,23209,Oliveira dos Brejinhos,21797
2021,BA,29,23308,Ouriçangas,8575
2021,BA,29,23357,Ourolândia,17567
2021,BA,29,23407,Palmas de Monte Alto,21840
2021,BA,29,23506,Palmeiras,9123
2021,BA,29,23605,Paramirim,21777
2021,BA,29,23704,Paratinga,32274
2021,BA,29,23803,Paripiranga,29124
2021,BA,29,23902,Pau Brasil,9550
2021,BA,29,24009,Paulo Afonso,119213
2021,BA,29,24058,Pé de Serra,13535
2021,BA,29,24108,Pedrão,7438
2021,BA,29,24207,Pedro Alexandre,16698
2021,BA,29,24306,Piatã,16854
2021,BA,29,24405,Pilão Arcado,35295
2021,BA,29,24504,Pindaí,16308
2021,BA,29,24603,Pindobaçu,20048
2021,BA,29,24652,Pintadas,10353
2021,BA,29,24678,Piraí do Norte,10050
2021,BA,29,24702,Piripá,10253
2021,BA,29,24801,Piritiba,25162
2021,BA,29,24900,Planaltino,9415
2021,BA,29,25006,Planalto,26581
2021,BA,29,25105,Poções,46885
2021,BA,29,25204,Pojuca,40401
2021,BA,29,25253,Ponto Novo,14729
2021,BA,29,25303,Porto Seguro,152529
2021,BA,29,25402,Potiraguá,6623
2021,BA,29,25501,Prado,28214
2021,BA,29,25600,Presidente Dutra,15180
2021,BA,29,25709,Presidente Jânio Quadros,12028
2021,BA,29,25758,Presidente Tancredo Neves,28272
2021,BA,29,25808,Queimadas,25428
2021,BA,29,25907,Quijingue,27672
2021,BA,29,25931,Quixabeira,8939
2021,BA,29,25956,Rafael Jambeiro,22643
2021,BA,29,26004,Remanso,41324
2021,BA,29,26103,Retirolândia,14588
2021,BA,29,26202,Riachão das Neves,22330
2021,BA,29,26301,Riachão do Jacuípe,33498
2021,BA,29,26400,Riacho de Santana,35757
2021,BA,29,26509,Ribeira do Amparo,14631
2021,BA,29,26608,Ribeira do Pombal,54097
2021,BA,29,26657,Ribeirão do Largo,4896
2021,BA,29,26707,Rio de Contas,12878
2021,BA,29,26806,Rio do Antônio,15521
2021,BA,29,26905,Rio do Pires,11672
2021,BA,29,27002,Rio Real,41209
2021,BA,29,27101,Rodelas,9548
2021,BA,29,27200,Ruy Barbosa,30900
2021,BA,29,27309,Salinas da Margarida,16047
2021,BA,29,27408,Salvador,2900319
2021,BA,29,27507,Santa Bárbara,20971
2021,BA,29,27606,Santa Brígida,13917
2021,BA,29,27705,Santa Cruz Cabrália,28058
2021,BA,29,27804,Santa Cruz da Vitória,6241
2021,BA,29,27903,Santa Inês,10583
2021,BA,29,28000,Santaluz,37704
2021,BA,29,28059,Santa Luzia,12308
2021,BA,29,28109,Santa Maria da Vitória,39707
2021,BA,29,28208,Santana,26792
2021,BA,29,28307,Santanópolis,8987
2021,BA,29,28406,Santa Rita de Cássia,28613
2021,BA,29,28505,Santa Terezinha,10520
2021,BA,29,28604,Santo Amaro,60190
2021,BA,29,28703,Santo Antônio de Jesus,103204
2021,BA,29,28802,Santo Estêvão,53666
2021,BA,29,28901,São Desidério,34764
2021,BA,29,28950,São Domingos,9085
2021,BA,29,29008,São Félix,14784
2021,BA,29,29057,São Félix do Coribe,15543
2021,BA,29,29107,São Felipe,21083
2021,BA,29,29206,São Francisco do Conde,40664
2021,BA,29,29255,São Gabriel,18785
2021,BA,29,29305,São Gonçalo dos Campos,38315
2021,BA,29,29354,São José da Vitória,5562
2021,BA,29,29370,São José do Jacuípe,10546
2021,BA,29,29404,São Miguel das Matas,11733
2021,BA,29,29503,São Sebastião do Passé,44554
2021,BA,29,29602,Sapeaçu,17421
2021,BA,29,29701,Sátiro Dias,17330
2021,BA,29,29750,Saubara,12163
2021,BA,29,29800,Saúde,12971
2021,BA,29,29909,Seabra,44370
2021,BA,29,30006,Sebastião Laranjeiras,11586
2021,BA,29,30105,Senhor do Bonfim,79813
2021,BA,29,30154,Serra do Ramalho,31362
2021,BA,29,30204,Sento Sé,41279
2021,BA,29,30303,Serra Dourada,17261
2021,BA,29,30402,Serra Preta,14531
2021,BA,29,30501,Serrinha,81693
2021,BA,29,30600,Serrolândia,13490
2021,BA,29,30709,Simões Filho,137117
2021,BA,29,30758,Sítio do Mato,13104
2021,BA,29,30766,Sítio do Quinto,9431
2021,BA,29,30774,Sobradinho,23274
2021,BA,29,30808,Souto Soares,17118
2021,BA,29,30907,Tabocas do Brejo Velho,12515
2021,BA,29,31004,Tanhaçu,20383
2021,BA,29,31053,Tanque Novo,17518
2021,BA,29,31103,Tanquinho,7936
2021,BA,29,31202,Taperoá,21421
2021,BA,29,31301,Tapiramutá,16939
2021,BA,29,31350,Teixeira de Freitas,164290
2021,BA,29,31400,Teodoro Sampaio,7296
2021,BA,29,31509,Teofilândia,22590
2021,BA,29,31608,Teolândia,15097
2021,BA,29,31707,Terra Nova,13018
2021,BA,29,31806,Tremedal,15996
2021,BA,29,31905,Tucano,50903
2021,BA,29,32002,Uauá,23991
2021,BA,29,32101,Ubaíra,19860
2021,BA,29,32200,Ubaitaba,18647
2021,BA,29,32309,Ubatã,27481
2021,BA,29,32408,Uibaí,13894
2021,BA,29,32457,Umburanas,19573
2021,BA,29,32507,Una,18108
2021,BA,29,32606,Urandi,16672
2021,BA,29,32705,Uruçuca,20312
2021,BA,29,32804,Utinga,19330
2021,BA,29,32903,Valença,97873
2021,BA,29,33000,Valente,29111
2021,BA,29,33059,Várzea da Roça,14135
2021,BA,29,33109,Várzea do Poço,9247
2021,BA,29,33158,Várzea Nova,12556
2021,BA,29,33174,Varzedo,8734
2021,BA,29,33208,Vera Cruz,44185
2021,BA,29,33257,Vereda,6105
2021,BA,29,33307,Vitória da Conquista,343643
2021,BA,29,33406,Wagner,9342
2021,BA,29,33455,Wanderley,12125
2021,BA,29,33505,Wenceslau Guimarães,20862
2021,BA,29,33604,Xique-Xique,46562
