CD_MUN,NM_MUN,sigla,lon,lat,demand_weight
2100055,Açailândia,MA,-47.33242906277543,-4.785820887917514,0.0026655328794616
2603454,Camaragibe,PE,-34.99581176965023,-7.986775525551846,0.0025602435232668
2606200,Goiana,PE,-34.94249515112701,-7.596875762569196,0.0025393082861616
2510808,Patos,PB,-37.31688881760792,-6.995486053247818,0.0025266938072579
2910057,Dias d'Ávila,BA,-38.28239526444964,-12.60126273909529,0.0024870989292884
2601706,Belo Jardim,PE,-36.405117323544594,-8.258927784903685,0.0024313770172931
2928703,Santo Antônio de Jesus,BA,-39.22662129957535,-13.008296616954064,0.0023846868661279
2101400,Balsas,MA,-46.342758154573865,-8.237647988351341,0.0022712187075107
2612505,Santa Cruz do Capibaribe,PE,-36.32529468634233,-7.889567564717978,0.0022112355515541
2301000,Aquiraz,CE,-38.3940807395933,-3.976570088379893,0.0021737824273937
2503209,Cabedelo,PB,-34.84756648733874,-7.027743654081047,0.0021262606029011
2802106,Estância,SE,-37.397941908133696,-11.249506062194012,0.0020638646336404
2906006,Campo Formoso,BA,-40.728936454507725,-10.251062587323162,0.0020167553488739
2604007,Carpina,PE,-35.305916050371486,-7.81946856026283,0.0020036092201319
2600054,Abreu e Lima,PE,-35.01914464088052,-7.879660783441702,0.0019798898209225
2613909,Serra Talhada,PE,-38.36972810106363,-8.036099954299424,0.001944396336906
2208007,Picos,PI,-41.52231121515557,-7.05892068390283,0.0019206042129544
2112209,Timon,MA,-42.98107444373994,-5.185590856897897,0.0019118185144041
2412005,São Gonçalo do Amarante,RN,-35.364807465365864,-5.787741432146022,0.0019070469020583
2111201,São José de Ribamar,MA,-44.130522233846875,-2.5742571492898327,0.001889597712385
2305506,Iguatu,CE,-39.28186468549852,-6.358481228766215,0.0018844434223216
2305233,Horizonte,CE,-38.46501369865492,-4.102181586419339,0.0018568851791497
2304202,Crato,CE,-39.4899368638855,-7.235646753805073,0.0018515706679772
2407104,Macaíba,RN,-35.428765730183734,-5.926858521353989,0.0018300938199754
2917508,Jacobina,BA,-40.56854552384838,-11.134920206802791,0.0018175047757653
2506301,Guarabira,PB,-35.44801522043615,-6.877847970291428,0.0018098188546528
2306405,Itapipoca,CE,-39.598300989202734,-3.3952255462578798,0.0017649277203685
2803500,Lagarto,SE,-37.66443696272076,-10.902704836706858,0.0017452978090104
2103000,Caxias,MA,-43.299187444278004,-4.866408967971175,0.0017404822609554
2904605,Brumado,BA,-41.689076650833485,-14.16794296118283,0.0017352690334485
2501807,Bayeux,PB,-34.92194662763559,-7.131734532379625,0.0017323510076636
2313401,Tianguá,CE,-41.05499091557159,-3.736148883387457,0.0017141596354262
2613008,São Bento do Una,PE,-36.45063798405136,-8.535920020504077,0.0017059712275038
2932903,Valença,BA,-39.19395079993908,-13.347443235052864,0.0016937045447969
2301109,Aracati,CE,-37.68550530049586,-4.680982460331532,0.0016884382775155
2516201,Sousa,PB,-38.22521643278453,-6.739736348682795,0.0016711181581327
2307700,Maranguape,CE,-38.8121423620313,-4.006665305205003,0.0016318870074264
2911709,Guanambi,BA,-42.82003593451359,-14.203956852800463,0.0016100965751446
